Temperature,Humidity,Rainfall,Soil_Type,Soil_pH,Nitrogen,Phosphorus,Potassium,Crop_Type,Land_Area,Recommended_Crop,Recommended_Fertilizer,Recommended_N,Recommended_P,Recommended_K,Overuse_Label
16.15,22.0,139.16,Clay,5.65,29.8,69.7,25.9,Kidneybeans,13.93,Kidneybeans,DAP,25,60,30,Normal
26.7,82.39,60.26,Loamy,6.08,0.0,57.5,28.1,Mungbean,10.49,Mungbean,DAP,25,50,30,Normal
21.54,71.51,102.49,Loamy,5.92,75.0,49.0,15.0,Maize,18.37,Maize,17-17-17,120,60,40,Normal
26.3,66.34,85.09,Loamy,6.11,63.6,38.4,15.3,Maize,11.24,Maize,17-17-17,120,60,40,Normal
15.55,60.53,400.0,Loamy,6.36,116.0,54.6,39.2,Wheat,15.44,Wheat,19:19:19 NPK,120,60,40,Normal
26.44,89.64,61.7,Sandy,6.87,96.4,0.0,44.9,Watermelon,44.51,Watermelon,14-35-14,80,40,80,Normal
20.0,62.18,500.0,Loamy,6.0,130.0,80.0,55.0,Maize,13.11,Maize,SSP,120,60,40,High_Overuse
29.92,62.23,400.0,Loamy,5.57,138.0,58.1,62.2,Maize,4.62,Maize,SSP,120,60,40,Slight_Overuse
33.67,61.77,400.0,Loamy,6.9,47.5,42.3,34.5,Jowar,13.37,Jowar,SSP,80,40,40,Normal
34.83,38.11,128.88,Loamy,5.83,87.0,28.0,62.0,Soybean,29.18,Soybean,DAP,20,60,40,High_Overuse
25.85,56.61,400.0,Loamy,7.06,132.9,62.4,83.4,Sugarcane,3.45,Sugarcane,Urea,250,60,120,Normal
29.83,36.39,51.84,Loamy,5.92,112.0,94.0,195.0,Maize,3.68,Maize,17-17-17,120,60,40,High_Overuse
24.47,60.04,400.0,Loamy,6.74,48.8,26.4,12.2,Gram,4.97,Gram,MOP,20,60,40,Slight_Overuse
20.0,58.93,900.0,Loamy,7.5,100.0,60.0,40.0,Wheat,1.05,Wheat,Urea,120,60,40,Normal
15.0,58.93,800.0,Loamy,6.5,120.0,65.0,40.0,Wheat,7.25,Wheat,19:19:19 NPK,120,60,40,Normal
25.9,77.7,97.89,Sandy,7.38,117.4,51.9,20.0,Cotton,29.6,Cotton,14-35-14,120,60,60,Normal
24.7,59.26,400.0,Loamy,7.5,81.8,40.2,27.0,Urad,4.76,Urad,Urea,20,50,30,Slight_Overuse
25.0,76.04,800.0,Loamy,7.0,140.0,50.0,50.0,Cotton,29.34,Cotton,13:32:26 NPK,120,60,60,Normal
15.57,61.36,400.0,Loamy,5.98,26.9,42.2,38.1,Gram,44.07,Gram,MOP,20,60,40,Slight_Overuse
19.31,59.78,400.0,Loamy,6.62,141.3,74.6,146.5,Sugarcane,21.45,Sugarcane,DAP,250,60,120,Normal
29.45,78.35,96.45,Loamy,5.51,111.0,88.0,55.0,Banana,44.92,Banana,20-20,200,60,200,Slight_Overuse
30.0,76.04,900.0,Loamy,7.0,130.0,45.0,70.0,Cotton,28.16,Cotton,13:32:26 NPK,120,60,60,Normal
24.86,94.39,111.78,Sandy,6.56,9.0,11.0,8.0,Orange,17.78,Orange,MOP,60,40,60,Normal
25.63,75.45,400.0,Loamy,7.43,119.8,20.4,59.4,Cotton,1.06,Cotton,DAP,120,60,60,Normal
17.71,29.94,97.78,Loamy,8.89,123.2,63.4,76.0,Barley,38.95,Barley,Urea,60,40,20,High_Overuse
20.0,76.04,500.0,Loamy,7.5,105.0,70.0,80.0,Cotton,19.29,Cotton,12:32:16 NPK,120,60,60,Slight_Overuse
22.54,67.99,64.41,Loamy,6.49,84.0,57.0,25.0,Maize,44.89,Maize,17-17-17,120,60,40,Normal
25.0,62.18,800.0,Loamy,6.5,20.0,35.0,15.0,Tur,13.67,Tur,MOP,20,50,30,Normal
24.87,82.84,295.61,Clay,6.59,79.0,42.0,37.0,Rice,2.3,Rice,Urea,80,40,40,Normal
31.04,30.94,82.23,Sandy,4.74,102.0,105.0,84.0,Cotton,35.67,Cotton,14-35-14,120,60,60,High_Overuse
29.26,54.82,100.76,Loamy,5.34,24.0,33.0,35.0,Mango,40.56,Mango,MOP,50,50,80,Normal
30.06,80.04,81.75,Loamy,6.44,99.8,77.6,41.5,Banana,8.06,Banana,20-20,200,60,200,Slight_Overuse
25.02,78.27,400.0,Loamy,8.5,115.1,71.8,78.9,Cotton,18.52,Cotton,DAP,120,60,60,Slight_Overuse
19.45,89.02,106.16,Sandy,5.63,18.0,9.0,40.0,Pomegranate,31.96,Pomegranate,13:32:26 NPK,50,50,100,Normal
14.54,61.9,400.0,Loamy,5.98,104.1,74.1,65.7,Wheat,29.59,Wheat,19:19:19 NPK,120,60,40,Slight_Overuse
20.0,58.93,600.0,Loamy,7.0,65.0,40.0,50.0,Wheat,20.78,Wheat,19:19:19 NPK,120,60,40,Normal
39.7,36.9,130.25,Loamy,6.22,51.0,106.0,104.0,Barley,19.95,Barley,Urea,60,40,20,High_Overuse
17.59,80.85,71.41,Sandy,6.33,3.0,136.0,205.0,Grapes,15.87,Grapes,MOP,60,60,80,High_Overuse
23.44,78.63,81.15,Sandy,6.2,106.0,46.0,20.0,Cotton,22.98,Cotton,14-35-14,120,60,60,Normal
31.0,62.0,500.0,Sandy,6.5,39.0,0.0,0.0,Tobacco,1.68,Tobacco,Urea,80,60,120,Normal
35.0,62.18,600.0,Loamy,6.0,45.0,20.0,40.0,Jowar,8.29,Jowar,Urea,80,40,40,Normal
18.27,87.26,132.34,Clay,6.38,42.0,69.0,24.0,Rice,15.3,Rice,Urea,80,40,40,Slight_Overuse
26.2,63.45,89.19,Loamy,5.82,99.8,55.4,16.3,Maize,9.57,Maize,17-17-17,120,60,40,Normal
30.0,62.18,500.0,Loamy,5.5,145.0,60.0,60.0,Maize,24.74,Maize,SSP,120,60,40,Slight_Overuse
26.0,52.0,500.0,Clay,6.5,7.0,20.0,16.0,Pulses,44.42,Pulses,10-26-26,20,60,40,Normal
20.0,58.93,600.0,Loamy,6.0,65.0,60.0,60.0,Wheat,18.29,Wheat,19:19:19 NPK,120,60,40,Slight_Overuse
16.53,57.45,400.0,Loamy,6.88,92.8,48.0,53.3,Wheat,4.83,Wheat,19:19:19 NPK,120,60,40,Slight_Overuse
25.54,56.97,48.47,Sandy,7.89,22.0,42.0,22.0,Mothbeans,39.55,Mothbeans,DAP,20,40,20,Normal
30.0,62.18,700.0,Loamy,7.5,20.0,55.0,20.0,Groundnut,43.96,Groundnut,Chilated Micronutrient,25,50,75,Normal
28.16,53.43,400.0,Loamy,7.72,79.3,58.9,48.1,Wheat,38.93,Wheat,Urea,120,60,40,Normal
24.01,58.31,400.0,Loamy,6.47,125.7,79.8,131.4,Sugarcane,21.25,Sugarcane,Urea,250,60,120,Slight_Overuse
30.0,62.18,600.0,Loamy,6.5,20.0,45.0,20.0,Groundnut,40.44,Groundnut,Chilated Micronutrient,25,50,75,Normal
20.0,60.0,1200.0,Loamy,7.5,145.0,60.0,150.0,Sugarcane,24.68,Sugarcane,Urea,250,60,120,Normal
26.05,86.45,66.74,Loamy,6.61,37.5,55.3,16.8,Mungbean,14.76,Mungbean,DAP,25,50,30,Slight_Overuse
25.0,60.0,800.0,Loamy,7.0,125.0,75.0,80.0,Sugarcane,18.37,Sugarcane,MOP,250,60,120,Normal
29.71,96.3,209.85,Sandy,6.37,16.0,14.0,30.0,Coconut,32.68,Coconut,MOP,100,40,200,Normal
22.86,57.68,241.59,Loamy,8.24,53.0,84.0,48.0,Soybean,26.02,Soybean,DAP,20,60,40,High_Overuse
39.37,81.25,74.08,Sandy,6.13,32.0,121.0,199.0,Grapes,5.19,Grapes,MOP,60,60,80,High_Overuse
20.0,58.93,600.0,Loamy,7.5,65.0,40.0,50.0,Wheat,3.52,Wheat,19:19:19 NPK,120,60,40,Normal
35.99,52.23,95.37,Loamy,5.98,11.0,36.0,33.0,Mango,43.36,Mango,MOP,50,50,80,Normal
18.38,15.99,81.68,Sandy,7.53,53.6,68.6,81.4,Chickpea,19.35,Chickpea,DAP,20,60,40,High_Overuse
23.38,96.72,128.68,Loamy,6.45,30.8,140.3,198.9,Apple,6.14,Apple,MOP,60,40,60,High_Overuse
20.74,75.37,400.0,Loamy,8.52,132.3,69.4,62.0,Cotton,45.47,Cotton,Magnesium Sulphate,120,60,60,Normal
21.41,58.95,400.0,Loamy,7.04,127.8,63.8,132.7,Sugarcane,41.48,Sugarcane,MOP,250,60,120,Normal
22.84,76.34,400.0,Loamy,7.33,118.3,20.3,48.8,Cotton,42.2,Cotton,12:32:16 NPK,120,60,60,Normal
18.28,81.43,400.0,Loamy,7.16,91.5,40.6,132.9,Grapes,6.55,Grapes,Ferrous Sulphate,60,60,80,High_Overuse
36.83,66.6,107.07,Loamy,6.5,85.5,35.9,131.7,Maize,28.64,Maize,17-17-17,120,60,40,Slight_Overuse
25.0,62.18,600.0,Loamy,6.5,140.0,70.0,55.0,Maize,9.2,Maize,SSP,120,60,40,Slight_Overuse
23.17,90.79,161.69,Sandy,6.66,45.0,57.0,47.0,Papaya,37.59,Papaya,20-20,120,60,120,Normal
23.08,31.1,98.73,Clay,6.94,17.0,3.4,114.1,Rice,16.92,Rice,Urea,80,40,40,Slight_Overuse
22.9,78.57,400.0,Loamy,7.34,80.8,38.6,54.8,Rice,29.2,Rice,50:26:26 NPK,80,40,40,Slight_Overuse
31.75,59.93,400.0,Loamy,6.89,120.1,69.1,129.6,Sugarcane,16.45,Sugarcane,Urea,250,60,120,Normal
30.0,62.18,600.0,Loamy,6.0,135.0,65.0,55.0,Maize,14.57,Maize,Urea,120,60,40,Slight_Overuse
20.0,81.62,800.0,Loamy,6.5,95.0,60.0,120.0,Grapes,37.84,Grapes,10:10:10 NPK,60,60,80,High_Overuse
20.26,58.72,400.0,Loamy,6.58,108.4,45.9,46.0,Wheat,46.24,Wheat,Urea,120,60,40,Normal
19.58,75.28,186.15,Clay,6.06,53.2,65.4,143.9,Rice,6.25,Rice,Urea,80,40,40,High_Overuse
20.0,62.18,500.0,Loamy,6.5,125.0,70.0,60.0,Maize,3.55,Maize,Urea,120,60,40,Slight_Overuse
32.15,18.33,84.38,Loamy,5.4,9.0,32.6,167.4,Soybean,31.54,Soybean,DAP,20,60,40,Slight_Overuse
19.44,58.77,400.0,Loamy,6.05,60.7,48.4,63.8,Wheat,16.73,Wheat,Urea,120,60,40,Slight_Overuse
15.59,38.27,85.97,Clay,8.64,89.0,85.0,148.0,Rice,19.48,Rice,Urea,80,40,40,High_Overuse
31.25,62.04,400.0,Loamy,6.96,140.7,70.8,59.7,Maize,33.63,Maize,SSP,120,60,40,Slight_Overuse
26.07,80.58,400.0,Loamy,6.62,28.7,13.4,23.9,Rice,28.19,Rice,Urea,80,40,40,Normal
29.1,61.27,400.0,Loamy,6.34,30.5,36.7,27.7,Urad,15.84,Urad,Urea,20,50,30,Slight_Overuse
25.0,76.82,400.0,Loamy,7.5,100.5,49.6,63.7,Cotton,16.98,Cotton,DAP,120,60,60,Normal
20.13,24.97,100.05,Clay,5.66,34.0,60.0,23.0,Kidneybeans,9.56,Kidneybeans,DAP,25,60,30,Slight_Overuse
31.09,66.69,175.93,Sandy,6.24,5.0,77.0,19.0,Pigeonpeas,38.18,Pigeonpeas,DAP,20,60,40,Slight_Overuse
25.3,81.78,57.04,Sandy,6.38,105.0,30.0,50.0,Watermelon,10.45,Watermelon,14-35-14,80,40,80,Slight_Overuse
21.17,90.24,123.65,Loamy,5.9,35.0,142.0,203.0,Apple,13.34,Apple,MOP,60,40,60,High_Overuse
25.0,62.18,800.0,Loamy,6.0,60.0,60.0,45.0,Jowar,40.48,Jowar,Urea,80,40,40,Slight_Overuse
10.0,76.04,500.0,Loamy,7.5,115.0,60.0,60.0,Cotton,33.68,Cotton,Magnesium Sulphate,120,60,60,Normal
23.3,80.65,400.0,Loamy,6.14,113.3,44.5,64.2,Rice,19.24,Rice,Urea,80,40,40,High_Overuse
30.71,59.48,395.93,Loamy,6.55,62.6,30.7,24.3,Urad,8.6,Urad,SSP,20,50,30,Slight_Overuse
20.0,62.18,600.0,Loamy,5.5,130.0,60.0,55.0,Maize,4.06,Maize,MOP,120,60,40,Slight_Overuse
28.58,80.27,400.0,Loamy,6.08,92.3,60.1,64.6,Rice,22.94,Rice,Urea,80,40,40,High_Overuse
30.49,58.65,400.0,Loamy,6.08,134.7,57.1,158.1,Sugarcane,28.83,Sugarcane,Urea,250,60,120,Slight_Overuse
24.63,90.06,106.0,Loamy,5.58,21.9,138.2,202.4,Apple,35.04,Apple,MOP,60,40,60,High_Overuse
24.35,60.08,400.0,Loamy,6.02,150.1,58.8,43.6,Maize,42.1,Maize,MOP,120,60,40,Slight_Overuse
35.0,60.0,1300.0,Loamy,6.5,150.0,60.0,125.0,Sugarcane,3.37,Sugarcane,MOP,250,60,120,Normal
30.53,64.91,163.74,Clay,5.38,29.0,0.0,185.0,Rice,26.42,Rice,Urea,80,40,40,Slight_Overuse
19.68,55.06,400.0,Loamy,7.14,111.8,46.8,50.4,Wheat,8.44,Wheat,Urea,120,60,40,Slight_Overuse
27.85,71.5,68.29,Clay,7.22,24.6,68.0,22.9,Blackgram,8.92,Blackgram,DAP,20,50,30,Slight_Overuse
26.26,92.25,21.78,Sandy,5.78,92.7,11.2,55.0,Muskmelon,23.97,Muskmelon,14-35-14,80,40,80,Normal
20.0,62.18,500.0,Loamy,6.5,140.0,80.0,40.0,Maize,34.34,Maize,SSP,120,60,40,Slight_Overuse
25.0,62.18,600.0,Loamy,7.0,150.0,70.0,45.0,Maize,4.93,Maize,SSP,120,60,40,Normal
35.55,82.23,400.0,Loamy,6.04,102.2,38.2,57.7,Rice,3.2,Rice,Urea,80,40,40,High_Overuse
38.44,93.64,77.72,Sandy,6.54,49.0,55.0,53.0,Papaya,36.4,Papaya,20-20,120,60,120,Normal
36.04,55.18,167.14,Loamy,6.21,70.0,112.0,116.0,Soybean,9.27,Soybean,DAP,20,60,40,High_Overuse
33.86,68.16,203.62,Loamy,7.85,94.0,77.0,173.0,Barley,3.42,Barley,Urea,60,40,20,High_Overuse
25.43,49.06,148.72,Clay,6.94,81.6,32.8,27.4,Coffee,19.3,Coffee,DAP,60,30,60,Slight_Overuse
30.0,62.18,600.0,Loamy,6.0,150.0,65.0,55.0,Maize,30.05,Maize,Urea,120,60,40,Slight_Overuse
25.0,76.04,800.0,Loamy,7.5,100.0,55.0,65.0,Cotton,19.95,Cotton,DAP,120,60,60,Normal
25.0,80.19,1300.0,Loamy,6.5,105.0,45.0,40.0,Rice,45.75,Rice,Urea,80,40,40,Slight_Overuse
25.67,81.38,78.6,Sandy,6.65,101.0,58.0,18.0,Cotton,4.84,Cotton,14-35-14,120,60,60,Normal
30.0,76.04,900.0,Loamy,7.0,125.0,55.0,70.0,Cotton,23.96,Cotton,Magnesium Sulphate,120,60,60,Normal
32.67,84.9,162.26,Loamy,8.8,34.0,51.0,176.0,Soybean,3.21,Soybean,DAP,20,60,40,High_Overuse
19.96,64.39,400.0,Loamy,5.69,27.2,18.6,54.2,Turmeric,9.85,Turmeric,White Potash,120,60,120,Normal
20.0,60.0,1000.0,Loamy,6.5,120.0,60.0,60.0,Sugarcane,7.62,Sugarcane,Urea,250,60,120,Normal
30.0,60.0,1400.0,Loamy,7.0,90.0,55.0,110.0,Sugarcane,18.48,Sugarcane,MOP,250,60,120,Normal
19.99,58.75,400.0,Loamy,6.98,140.1,81.2,43.0,Maize,36.4,Maize,Urea,120,60,40,Slight_Overuse
25.9,86.93,60.61,Loamy,6.16,38.4,43.0,16.4,Mungbean,9.99,Mungbean,DAP,25,50,30,Slight_Overuse
28.74,85.82,48.55,Loamy,6.45,31.0,53.0,16.0,Mungbean,8.64,Mungbean,DAP,25,50,30,Normal
29.72,43.59,33.6,Sandy,7.95,29.2,34.7,17.6,Mothbeans,17.67,Mothbeans,DAP,20,40,20,Slight_Overuse
23.3,80.48,400.0,Loamy,6.01,85.5,56.5,145.5,Grapes,40.95,Grapes,Ferrous Sulphate,60,60,80,High_Overuse
34.18,50.62,98.01,Loamy,6.11,20.0,19.0,35.0,Mango,26.85,Mango,MOP,50,50,80,Normal
30.84,93.37,41.61,Sandy,6.85,67.5,70.3,55.1,Papaya,11.43,Papaya,20-20,120,60,120,Normal
27.31,34.79,133.44,Loamy,7.25,119.0,39.0,92.0,Sugarcane,12.88,Sugarcane,20-20,250,60,120,Normal
28.23,49.44,186.5,Sandy,5.9,38.0,72.0,21.0,Pigeonpeas,32.76,Pigeonpeas,DAP,20,60,40,Slight_Overuse
30.48,61.58,61.87,Sandy,9.42,28.0,57.0,17.0,Mothbeans,46.73,Mothbeans,DAP,20,40,20,High_Overuse
24.12,88.22,62.38,Sandy,6.23,90.3,26.7,47.7,Watermelon,34.23,Watermelon,14-35-14,80,40,80,Normal
20.97,60.46,400.0,Loamy,6.35,134.7,85.2,134.7,Sugarcane,46.64,Sugarcane,MOP,250,60,120,Slight_Overuse
22.38,68.47,185.95,Loamy,7.94,16.0,67.0,185.0,Soybean,38.41,Soybean,DAP,20,60,40,Slight_Overuse
12.56,75.24,400.0,Loamy,7.98,112.9,69.3,81.0,Cotton,0.5,Cotton,Magnesium Sulphate,120,60,60,Slight_Overuse
27.76,52.35,94.11,Loamy,4.77,18.0,19.0,27.0,Mango,35.01,Mango,MOP,50,50,80,Normal
28.04,38.18,144.58,Sandy,8.2,35.0,40.0,131.0,Cotton,14.81,Cotton,14-35-14,120,60,60,Slight_Overuse
15.91,66.01,163.51,Sandy,6.85,50.5,79.0,43.4,Cotton,50.1,Cotton,14-35-14,120,60,60,Slight_Overuse
20.0,62.18,500.0,Loamy,6.5,150.0,70.0,60.0,Maize,44.17,Maize,Urea,120,60,40,Slight_Overuse
24.64,81.02,123.02,Loamy,8.01,116.6,70.4,135.5,Soybean,0.5,Soybean,DAP,20,60,40,High_Overuse
25.0,58.93,500.0,Loamy,7.0,70.0,50.0,45.0,Wheat,7.49,Wheat,19:19:19 NPK,120,60,40,Normal
33.17,60.09,400.0,Loamy,6.12,31.0,36.4,28.2,Groundnut,18.33,Groundnut,SSP,25,50,75,Normal
20.0,58.93,600.0,Loamy,6.5,110.0,45.0,45.0,Wheat,43.73,Wheat,Urea,120,60,40,Normal
30.11,90.35,75.25,Sandy,6.83,45.0,58.0,49.0,Papaya,20.42,Papaya,20-20,120,60,120,Normal
33.76,65.96,400.0,Loamy,6.32,27.4,31.8,31.5,Groundnut,37.21,Groundnut,Chilated Micronutrient,25,50,75,Normal
27.25,52.66,91.87,Loamy,5.57,12.0,19.0,31.0,Mango,27.63,Mango,MOP,50,50,80,Normal
25.0,81.62,700.0,Loamy,7.0,80.0,50.0,125.0,Grapes,28.31,Grapes,10:10:10 NPK,60,60,80,High_Overuse
39.3,94.16,120.95,Sandy,6.57,61.0,51.0,51.0,Papaya,14.46,Papaya,20-20,120,60,120,Normal
30.0,80.19,1000.0,Loamy,5.5,20.0,20.0,20.0,Rice,27.07,Rice,Urea,80,40,40,Normal
35.0,76.04,1000.0,Loamy,6.5,120.0,70.0,65.0,Cotton,1.71,Cotton,DAP,120,60,60,Normal
19.95,60.54,400.0,Loamy,6.32,144.3,81.5,152.0,Sugarcane,16.87,Sugarcane,DAP,250,60,120,High_Overuse
30.0,60.0,1200.0,Loamy,7.5,130.0,65.0,145.0,Sugarcane,21.13,Sugarcane,DAP,250,60,120,Normal
20.0,60.0,700.0,Loamy,6.5,140.0,60.0,80.0,Sugarcane,36.45,Sugarcane,DAP,250,60,120,Normal
25.26,90.31,117.37,Sandy,6.82,33.0,12.0,8.0,Orange,30.96,Orange,MOP,60,40,60,Normal
31.48,59.48,400.0,Loamy,7.04,151.2,63.9,69.9,Sugarcane,24.3,Sugarcane,DAP,250,60,120,Normal
25.0,62.18,700.0,Loamy,6.5,50.0,30.0,15.0,Gram,6.48,Gram,18:46:00 NPK,20,60,40,Slight_Overuse
33.45,36.28,90.84,Sandy,7.0,38.0,31.0,123.0,Cotton,33.68,Cotton,14-35-14,120,60,60,Slight_Overuse
28.76,61.03,73.38,Clay,6.6,41.0,74.0,18.0,Blackgram,34.98,Blackgram,DAP,20,50,30,High_Overuse
27.04,49.33,48.25,Sandy,5.49,9.0,51.0,19.0,Mothbeans,3.56,Mothbeans,DAP,20,40,20,Slight_Overuse
21.88,74.46,248.5,Loamy,6.67,19.0,87.0,11.0,Maize,40.61,Maize,17-17-17,120,60,40,Slight_Overuse
30.0,60.0,1000.0,Loamy,6.5,135.0,75.0,140.0,Sugarcane,10.06,Sugarcane,MOP,250,60,120,Normal
33.06,61.11,400.0,Loamy,6.7,120.9,61.1,141.1,Sugarcane,18.7,Sugarcane,MOP,250,60,120,Normal
29.4,62.45,400.0,Loamy,7.18,126.1,71.1,120.7,Sugarcane,25.6,Sugarcane,MOP,250,60,120,Normal
13.94,61.32,400.0,Loamy,5.95,72.9,47.9,60.6,Wheat,3.98,Wheat,Urea,120,60,40,Slight_Overuse
34.51,67.63,400.0,Loamy,5.89,36.3,36.1,34.4,Jowar,21.97,Jowar,Urea,80,40,40,Normal
18.05,90.04,111.78,Sandy,7.02,31.0,25.0,12.0,Orange,17.59,Orange,MOP,60,40,60,Normal
30.06,45.9,41.06,Sandy,5.5,17.0,43.0,22.0,Mothbeans,9.75,Mothbeans,DAP,20,40,20,Normal
30.58,50.77,64.59,Sandy,8.18,22.0,36.0,16.0,Mothbeans,32.23,Mothbeans,DAP,20,40,20,Normal
29.63,57.91,400.0,Loamy,6.5,125.7,68.4,142.7,Sugarcane,42.02,Sugarcane,Urea,250,60,120,Normal
33.5,81.41,400.0,Loamy,6.94,87.7,61.2,46.2,Rice,14.69,Rice,Urea,80,40,40,Slight_Overuse
31.25,62.42,400.0,Loamy,6.93,89.8,57.3,108.0,Sugarcane,42.53,Sugarcane,MOP,250,60,120,Normal
22.58,83.39,64.04,Sandy,7.15,122.3,39.6,12.9,Cotton,19.52,Cotton,14-35-14,120,60,60,Normal
25.0,62.18,1000.0,Loamy,5.5,40.0,45.0,60.0,Ginger,35.04,Ginger,Ammonium Sulphate,75,50,100,Normal
33.86,61.57,68.02,Clay,6.57,30.0,64.0,20.0,Blackgram,28.57,Blackgram,DAP,20,50,30,High_Overuse
35.09,38.96,129.51,Loamy,5.82,134.0,24.0,18.0,Soybean,42.46,Soybean,DAP,20,60,40,Slight_Overuse
20.82,87.23,109.44,Sandy,7.0,24.0,21.0,42.0,Pomegranate,33.8,Pomegranate,13:32:26 NPK,50,50,100,Normal
35.0,76.04,1000.0,Loamy,6.5,150.0,55.0,75.0,Cotton,1.53,Cotton,DAP,120,60,60,Normal
35.42,42.69,155.9,Sandy,4.99,21.7,79.3,14.1,Pigeonpeas,22.14,Pigeonpeas,DAP,20,60,40,Slight_Overuse
33.94,59.22,400.0,Loamy,8.28,130.7,75.6,76.0,Sugarcane,7.34,Sugarcane,Urea,250,60,120,Slight_Overuse
20.0,58.93,600.0,Loamy,7.0,75.0,40.0,50.0,Wheat,35.52,Wheat,19:19:19 NPK,120,60,40,Normal
10.9,80.02,68.69,Sandy,6.21,20.0,142.0,196.0,Grapes,17.35,Grapes,MOP,60,60,80,High_Overuse
26.82,78.2,153.92,Loamy,7.09,67.0,46.0,44.0,Jute,30.0,Jute,Urea,60,30,30,High_Overuse
33.61,81.02,400.0,Loamy,5.75,89.7,41.0,55.8,Rice,37.49,Rice,Urea,80,40,40,Slight_Overuse
29.34,36.15,178.07,Sandy,6.26,11.6,60.3,19.7,Pigeonpeas,38.02,Pigeonpeas,DAP,20,60,40,Normal
23.46,23.22,95.84,Clay,5.65,0.0,65.0,15.0,Kidneybeans,6.36,Kidneybeans,DAP,25,60,30,Normal
18.16,27.38,82.59,Loamy,4.93,135.0,98.0,132.0,Soybean,42.61,Soybean,DAP,20,60,40,High_Overuse
30.0,62.18,500.0,Loamy,6.0,55.0,40.0,40.0,Jowar,30.68,Jowar,10:26:26 NPK,80,40,40,Normal
30.34,60.5,400.0,Loamy,6.8,144.3,66.5,69.4,Sugarcane,21.55,Sugarcane,DAP,250,60,120,Normal
25.0,62.18,1000.0,Loamy,6.5,45.0,40.0,65.0,Ginger,25.38,Ginger,Ammonium Sulphate,75,50,100,Normal
28.25,80.46,400.0,Loamy,5.92,87.3,55.7,139.8,Grapes,37.28,Grapes,10:10:10 NPK,60,60,80,High_Overuse
20.42,62.55,65.28,Loamy,5.86,76.0,44.0,17.0,Maize,12.27,Maize,17-17-17,120,60,40,Normal
23.09,63.1,70.43,Loamy,5.59,78.0,48.0,22.0,Maize,28.67,Maize,17-17-17,120,60,40,Normal
17.68,59.08,400.0,Loamy,6.55,152.2,63.4,84.1,Sugarcane,31.89,Sugarcane,MOP,250,60,120,Normal
20.0,58.93,900.0,Loamy,6.0,100.0,80.0,60.0,Wheat,33.76,Wheat,19:19:19 NPK,120,60,40,High_Overuse
30.05,55.55,256.62,Sandy,8.47,97.0,25.0,151.0,Cotton,2.91,Cotton,14-35-14,120,60,60,Slight_Overuse
15.0,58.93,500.0,Loamy,7.0,75.0,50.0,45.0,Wheat,11.69,Wheat,19:19:19 NPK,120,60,40,Normal
34.11,41.29,182.08,Sandy,7.38,18.0,58.4,18.9,Pigeonpeas,1.43,Pigeonpeas,DAP,20,60,40,Normal
25.15,60.88,400.0,Loamy,6.48,127.6,76.0,39.7,Maize,40.36,Maize,MOP,120,60,40,Slight_Overuse
25.14,59.97,400.0,Loamy,6.84,126.4,54.7,46.9,Wheat,27.06,Wheat,Urea,120,60,40,Normal
25.0,62.18,800.0,Loamy,6.0,80.0,40.0,40.0,Jowar,37.21,Jowar,10:26:26 NPK,80,40,40,Normal
29.33,73.85,400.0,Loamy,6.48,105.9,64.1,42.5,Cotton,28.33,Cotton,12:32:16 NPK,120,60,60,Normal
28.63,79.44,400.0,Loamy,6.06,84.3,51.6,137.6,Grapes,2.77,Grapes,10:10:10 NPK,60,60,80,High_Overuse
30.73,32.66,159.11,Sandy,5.51,21.5,69.6,19.4,Pigeonpeas,30.93,Pigeonpeas,DAP,20,60,40,Normal
20.0,58.93,900.0,Loamy,6.0,120.0,65.0,60.0,Wheat,27.63,Wheat,Urea,120,60,40,Slight_Overuse
25.0,60.0,1100.0,Loamy,7.0,130.0,60.0,140.0,Sugarcane,7.99,Sugarcane,DAP,250,60,120,Normal
23.08,63.66,129.88,Clay,7.18,89.0,25.0,34.0,Coffee,26.96,Coffee,DAP,60,30,60,Slight_Overuse
32.42,62.67,400.0,Clay,7.1,10.8,26.4,6.2,Cotton,21.07,Cotton,14-35-14,120,60,60,Normal
26.02,55.83,176.9,Clay,7.28,113.0,21.0,33.0,Coffee,22.92,Coffee,DAP,60,30,60,Slight_Overuse
32.16,33.65,125.8,Loamy,7.4,34.0,45.0,59.0,Wheat,10.76,Wheat,DAP,120,60,40,Slight_Overuse
35.0,76.04,1000.0,Loamy,7.5,105.0,75.0,65.0,Cotton,7.8,Cotton,DAP,120,60,60,Normal
20.47,80.98,71.3,Sandy,6.46,8.0,133.0,195.0,Grapes,10.66,Grapes,MOP,60,60,80,High_Overuse
25.0,62.18,500.0,Loamy,6.0,35.0,20.0,20.0,Tur,48.21,Tur,Urea,20,50,30,Slight_Overuse
27.54,85.57,53.02,Loamy,7.2,31.0,51.0,25.0,Mungbean,11.3,Mungbean,DAP,25,50,30,Normal
28.92,58.31,400.0,Sandy,6.26,21.3,33.0,2.6,Millets,24.86,Millets,DAP,60,30,30,Normal
17.99,81.18,72.37,Sandy,5.78,25.0,129.0,195.0,Grapes,12.11,Grapes,MOP,60,60,80,High_Overuse
26.46,76.54,400.0,Loamy,7.62,123.7,25.7,47.2,Cotton,27.88,Cotton,12:32:16 NPK,120,60,60,Normal
